Date,Oil,Coal,Gas,Elec,GSCI,VIX,STOXX,AAA,BAA,Diff_BAA_AAA,ECB_Spot_3M,eua07,eua08,eua09,eua10,eua11,eua12,eua13,eua14,eua15,eua16,eua17,eua18,eua19,eua20,eua21,eua22,eua2007_vol1,eua2007_vol2,eua2007_out,eua2008_vol1,eua2008_vol2,eua2008_out,eua2009_vol1,eua2009_vol2,eua2009_out,eua2010_vol1,eua2010_vol2,eua2010_out,eua2011_vol1,eua2011_vol2,eua2011_out,eua2012_vol1,eua2012_vol2,eua2012_out,eua2013_vol1,eua2013_vol2,eua2013_out,eua2014_vol1,eua2014_vol2,eua2014_out,eua2015_vol1,eua2015_vol2,eua2015_out,eua2016_vol1,eua2016_vol2,eua2016_out,eua2017_vol1,eua2017_vol2,eua2017_out,eua2018_vol1,eua2018_vol2,eua2018_out,eua2019_vol1,eua2019_vol2,eua2019_out,eua2020_vol1,eua2020_vol2,eua2020_out,eua2021_vol1,eua2021_vol2,eua2021_out,eua2022_vol1,eua2022_vol2,eua2022_out
20200731,43.3,49.9,6.023,33.52,339.821,24.46,356.33,2.03,3.15,1.12,-0.498559,,,,,,,,,,,,,,26.28,26.64,27.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19339,19339,418737,2591,2591,291833,3410,3410,77257
20200803,44.15,51.7,6.802,34.4,344.7078,24.28,363.64,2.09,3.19,1.1,-0.514392,,,,,,,,,,,,,,26.13,26.48,27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13782,13782,418370,985,985,292142,372,372,77364
20200804,44.43,51.6,7.355,34.15,346.6657,23.76,363.39,2.08,3.14,1.06,-0.520499,,,,,,,,,,,,,,26.83,27.17,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14916,14916,418789,2507,2507,292703,1902,1902,77828
20200805,45.17,51.3,7.32,34.1,350.301,22.99,365.16,2.03,3.14,1.11,-0.511541,,,,,,,,,,,,,,26.77,27.11,27.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14073,14073,419975,1277,1277,292716,667,667,78084
20200806,45.09,50.2,7.94,34.46,349.2784,22.65,362.49,2.04,3.12,1.08,-0.515582,,,,,,,,,,,,,,26.39,26.74,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19548,19548,420002,3690,3690,293378,505,505,78253
20200807,44.4,50.8,7.931,34.19,345.1536,22.21,363.55,2.03,3.14,1.11,-0.512121,,,,,,,,,,,,,,26.42,26.77,27.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13518,13518,420074,773,773,294001,665,665,78628
20200810,44.99,50.55,7.589,33.29,348.7714,22.13,364.65,2.06,3.15,1.09,-0.512243,,,,,,,,,,,,,,26.71,27.05,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16855,16855,418235,4142,4142,295211,3240,3240,78728
20200811,44.5,50.3,7.416,33.24,347.085,24.03,370.76,2.15,3.23,1.08,-0.510572,,,,,,,,,,,,,,26.19,26.53,27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14891,14891,418634,656,656,295423,780,780,78333
20200812,45.43,49.7,7.172,31.99,351.822,22.28,374.88,2.17,3.24,1.07,-0.507219,,,,,,,,,,,,,,25.97,26.32,26.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16164,16164,418768,1889,1889,296483,218,218,78313
20200813,44.96,49.5,7.312,32.73,352.0493,22.13,372.53,2.29,3.3,1.01,-0.495418,,,,,,,,,,,,,,25.43,25.78,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22285,22285,415677,4785,4785,298602,4521,4521,79377
20200814,44.8,49.25,8.019,32.24,352.1706,22.05,368.07,2.3,3.32,1.02,-0.501108,,,,,,,,,,,,,,25.48,25.83,26.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14615,14615,414745,2734,2734,299845,368,368,79664
20200817,45.37,49.4,8.181,33.62,357.2123,21.35,369.26,2.32,3.33,1.01,-0.505268,,,,,,,,,,,,,,26.3,26.64,27.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21701,21701,412856,3508,3508,300682,1486,1486,79718
20200818,45.46,49.35,8.549,33.63,358.2269,21.51,367.18,2.3,3.31,1.01,-0.512689,,,,,,,,,,,,,,26.55,26.89,27.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17472,17472,413410,1796,1796,301548,1889,1889,79817
20200819,45.37,49.15,8.353,33.43,358.5336,22.54,369.58,2.33,3.33,1,-0.51383,,,,,,,,,,,,,,26.23,26.57,27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15499,15499,412522,4095,4095,304428,1105,1105,80260
20200820,44.9,48.9,8.15,32.96,356.3116,22.72,365.64,2.33,3.3,0.97,-0.510966,,,,,,,,,,,,,,25.9,26.24,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15251,15251,410900,5523,5523,307325,3591,3591,82973
20200821,44.35,48.65,7.622,32.73,353.3645,22.54,365.09,2.3,3.28,0.98,-0.508612,,,,,,,,,,,,,,25.65,25.98,26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11897,11897,410470,1861,1861,308214,1928,1928,83048
20200824,45.13,48.8,8.361,33.04,356.1782,22.37,370.85,2.31,3.28,0.97,-0.508045,,,,,,,,,,,,,,27.48,27.82,28.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19529,19529,411255,5667,5667,310495,3707,3707,82001
20200825,45.86,48.9,8.867,33.85,360.0396,22.03,369.75,2.36,3.32,0.96,-0.499933,,,,,,,,,,,,,,28.61,28.96,29.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22839,22839,408708,9288,9288,313059,3267,3267,81648
20200826,45.64,48.95,9.149,34.65,359.8743,23.27,373.12,2.4,3.35,0.95,-0.507606,,,,,,,,,,,,,,28.62,28.97,29.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18770,18770,408749,1689,1689,313245,754,754,82044
20200827,45.09,48.9,8.872,34.71,358.8295,24.47,370.72,2.46,3.45,0.99,-0.521517,,,,,,,,,,,,,,28.37,28.73,29.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22860,22860,407881,4767,4767,313276,1079,1079,81732
20200828,45.05,49,11.169,34.81,359.9485,22.96,368.8,2.4,3.45,1.05,-0.532306,,,,,,,,,,,,,,29.52,29.88,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26639,26639,407363,2437,2437,313302,864,864,81500
20200831,45.28,52.9,11.239,34.97,358.2109,26.41,366.51,2.42,3.39,0.97,-0.529924,,,,,,,,,,,,,,28.66,29.02,29.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15340,15340,408185,554,554,313465,333,333,81599
20200901,45.58,52.7,11.297,39.27,359.7562,26.12,365.23,2.34,3.35,1.01,-0.533505,,,,,,,,,,,,,,27.74,28.1,28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25516,25516,408318,5743,5743,315522,750,750,81641
20200902,44.43,51.5,11.11,39.92,353.721,26.57,371.28,2.26,3.3,1.04,-0.531598,,,,,,,,,,,,,,28.23,28.58,29.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25482,25482,407962,4731,4731,315802,743,743,82121
20200903,44.07,51.5,11.733,39.88,350.8571,33.6,366.08,2.22,3.27,1.05,-0.54014,,,,,,,,,,,,,,28.74,29.08,29.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20117,20117,407080,3595,3595,316911,2125,2125,82782
20200904,42.66,51.4,11.682,39.94,347.1072,30.75,361.93,2.34,3.4,1.06,-0.552523,,,,,,,,,,,,,,27.36,27.7,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24229,24229,407923,919,919,317364,1455,1455,84116
20200907,42.01,51,11.232,40.97,347.1072,30.75,367.97,2.34,3.4,1.06,-0.540172,,,,,,,,,,,,,,27.05,27.39,27.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22806,22806,407291,3248,3248,317878,825,825,84466
20200908,39.78,51.2,10.802,40.71,335.5751,31.46,363.75,2.29,3.36,1.07,-0.537348,,,,,,,,,,,,,,26.79,27.13,27.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28212,28212,407281,2910,2910,319301,364,364,84678
20200909,40.79,51.2,10.734,40.23,341.0553,28.81,369.65,2.39,3.4,1.01,-0.53692,,,,,,,,,,,,,,27.2,27.52,27.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30267,30267,407739,4618,4618,321371,1252,1252,85101
20200910,40.06,51.7,10.516,41,339.7629,29.71,367.48,2.34,3.37,1.03,-0.538907,,,,,,,,,,,,,,28.42,28.73,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28979,28979,409089,5989,5989,322912,1014,1014,85522
20200911,39.83,51.7,10.497,40.88,341.0515,26.87,367.96,2.32,3.36,1.04,-0.534699,,,,,,,,,,,,,,28.26,28.56,28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17931,17931,410500,2424,2424,323667,233,233,85440
20200914,39.61,51.7,10.707,43.02,342.4925,25.85,368.51,2.32,3.34,1.02,-0.520872,,,,,,,,,,,,,,30.47,30.77,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38604,38604,408236,5426,5426,324763,220,220,85433
20200915,40.53,51.8,10.896,43.12,345.1421,25.59,370.96,2.33,3.36,1.03,-0.522685,,,,,,,,,,,,,,29.79,30.1,30.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39469,39469,408061,5484,5484,328514,1444,1444,86520
20200916,42.22,51.9,11.318,43.35,351.9909,26.04,373.13,2.31,3.36,1.05,-0.523482,,,,,,,,,,,,,,29.99,30.28,30.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31999,31999,409785,6033,6033,331878,1224,1224,87249
20200917,43.3,51.9,11.121,42.23,356.2315,26.46,371.23,2.3,3.34,1.04,-0.542819,,,,,,,,,,,,,,28.43,28.72,29.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28649,28649,406337,4375,4375,334452,6151,6151,89476
20200918,43.15,52,11.475,42.12,358.0317,25.83,368.78,2.3,3.36,1.06,-0.53095,,,,,,,,,,,,,,27.99,28.27,28.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22415,22415,404479,1909,1909,334862,733,733,89417
20200921,41.44,52.1,11.497,42.78,347.3626,27.78,356.82,2.28,3.34,1.06,-0.530248,,,,,,,,,,,,,,26.4,26.66,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41186,41186,397009,5416,5416,337098,5520,5520,91979
20200922,41.72,52.1,11.704,42.13,347.9606,26.86,357.55,2.27,3.34,1.07,-0.539378,,,,,,,,,,,,,,27.85,28.08,28.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39871,39871,396199,8182,8182,340020,655,655,92499
20200923,41.77,52.15,12.019,42.91,347.7304,28.58,359.53,2.31,3.36,1.05,-0.533842,,,,,,,,,,,,,,26.5,26.73,27.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35353,35353,396532,6003,6003,342248,1293,1293,93212
20200924,41.94,52.25,11.634,43.21,348.4655,28.51,355.85,2.33,3.37,1.04,-0.528125,,,,,,,,,,,,,,26.79,27.01,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27060,27060,397071,7589,7589,344285,1470,1470,93640
20200925,41.92,52.35,11.666,43.77,348.2298,26.38,355.51,2.31,3.4,1.09,-0.520842,,,,,,,,,,,,,,26.17,26.38,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19056,19056,395485,4352,4352,346709,2397,2397,93596
20200928,42.43,57.2,12.352,43.81,350.5646,26.19,363.39,2.36,3.43,1.07,-0.562016,,,,,,,,,,,,,,27.71,27.92,28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26729,26729,393131,4890,4890,347824,1715,1715,94495
20200929,41.03,57.05,12.28,43.88,344.8811,26.27,361.49,2.34,3.4,1.06,-0.554188,,,,,,,,,,,,,,26.79,27,27.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21015,21015,395189,2376,2376,347264,2381,2381,94524
20200930,40.95,57.2,13.286,37.7,350.178,26.37,361.09,2.32,3.44,1.12,-0.55868,,,,,,,,,,,,,,26.93,27.14,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24770,24770,392839,5182,5182,347815,2971,2971,94606
20201001,40.93,57.35,13.181,38.19,343.4651,26.7,361.8,2.33,3.43,1.1,-0.550134,,,,,,,,,,,,,,26.51,26.72,27.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22669,,4653,4653,349342,684,684,94862
20201002,39.27,56.4,13.026,37.81,337.4763,27.63,362.69,2.37,3.46,1.09,-0.558505,,,,,,,,,,,,,,27.03,27.24,27.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28573,,2341,2341,350404,1006,1006,95047
20201005,41.29,57.7,13.419,38.57,347.377,27.96,365.63,2.45,3.52,1.07,-0.561828,,,,,,,,,,,,,,26.94,27.15,27.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19033,,2044,2044,351023,496,496,95026
20201006,42.65,57.7,13.307,37.65,353.7386,29.48,365.88,2.39,3.46,1.07,-0.573704,,,,,,,,,,,,,,26.79,27,27.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20486,,3871,3871,351386,561,561,95467
20201007,41.99,57.65,13.709,37.87,353.4783,28.06,365.45,2.38,3.5,1.12,-0.568865,,,,,,,,,,,,,,26.9,27.1,27.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29278,,4086,4086,351059,1490,1490,95259
20201008,43.34,57.7,13.9,37.5,359.0773,26.36,368.31,2.33,3.46,1.13,-0.586333,,,,,,,,,,,,,,26.34,26.54,26.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30062,,5542,5542,352369,1552,1552,95295
20201009,42.85,57.6,13.753,37.4,360.5772,25,370.35,2.34,3.46,1.12,-0.595403,,,,,,,,,,,,,,25.71,25.91,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25416,,2349,2349,352859,753,753,95409
20201012,41.72,56.85,13.838,35.9,355.7919,25.07,373,2.34,3.46,1.12,-0.595279,,,,,,,,,,,,,,25.87,26.07,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20898,,3795,3795,353912,1400,1400,95953
20201013,42.45,56.5,13.596,36.27,358.4093,26.07,370.96,2.29,3.39,1.1,-0.621434,,,,,,,,,,,,,,25.22,25.41,25.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23138,,6266,6266,353260,4264,4264,95433
20201014,43.32,56.6,13.872,36.34,362.204,26.4,370.62,2.27,3.37,1.1,-0.629293,,,,,,,,,,,,,,25.75,25.94,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23850,,2896,2896,353092,1481,1481,95963
20201015,43.16,56.8,14.239,35.38,363.218,26.97,362.91,2.28,3.39,1.11,-0.622993,,,,,,,,,,,,,,24.96,25.16,25.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33610,,7969,7969,355405,3406,3406,97749
20201016,42.93,57,14.499,35.23,362.6056,27.41,367.48,2.29,3.4,1.11,-0.61215,,,,,,,,,,,,,,24.89,25.07,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21932,,3570,3570,356299,842,842,97960
20201019,42.62,57.1,14.718,35.06,362.1368,29.18,366.81,2.29,3.39,1.1,-0.625085,,,,,,,,,,,,,,24.98,25.17,25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22965,,4283,4283,357140,1676,1676,99483
20201020,43.16,57.1,14.895,35,364.7858,29.35,365.51,2.36,3.45,1.09,-0.622495,,,,,,,,,,,,,,24.41,24.6,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28525,,8074,8074,360866,603,603,99761
20201021,41.73,56.5,14.867,34.81,360.1056,28.65,360.79,2.4,3.46,1.06,-0.621117,,,,,,,,,,,,,,23.56,23.76,24.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39376,,10199,10199,366223,3765,3765,103012
20201022,42.46,56.75,15.257,35.07,361.4837,28.11,360.27,2.43,3.48,1.05,-0.633107,,,,,,,,,,,,,,24.18,24.37,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28138,,3470,3470,367485,3020,3020,102899
20201023,41.77,56.7,15.41,34.55,358.7681,27.55,362.5,2.41,3.45,1.04,-0.629058,,,,,,,,,,,,,,25.49,25.67,25.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31137,,8868,8868,371465,1101,1101,103761
20201026,40.46,56.7,14.866,34.25,353.1372,32.46,355.95,2.36,3.41,1.05,-0.617739,,,,,,,,,,,,,,23.85,24.04,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23910,,3463,3463,372977,414,414,103964
20201027,41.2,56.55,14.743,34.2,357.2587,33.35,352.58,2.35,3.39,1.04,-0.615471,,,,,,,,,,,,,,24.07,24.24,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25527,,3929,3929,373961,1107,1107,104919
20201028,39.12,56.5,14.487,34.26,346.559,40.28,342.17,2.33,3.41,1.08,-0.621409,,,,,,,,,,,,,,23.03,23.21,23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35922,,6148,6148,376700,1761,1761,106654
20201029,37.65,56.1,14.216,34.12,341.1647,37.59,341.76,2.4,3.46,1.06,-0.624623,,,,,,,,,,,,,,23.67,23.84,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29854,,4644,4644,378473,1660,1660,107093
20201030,37.46,56.05,14.061,34.12,340.7799,38.02,342.36,2.39,3.49,1.1,-0.620305,,,,,,,,,,,,,,23.71,23.88,24.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23226,,4147,4147,377918,2464,2464,107009
20201102,38.97,50.9,13.656,35.79,344.9963,37.13,347.86,2.37,3.47,1.1,-0.620528,,,,,,,,,,,,,,23.67,23.84,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28628,,5397,5397,378287,945,945,107789
20201103,39.71,51.05,13.665,35.39,348.4735,35.55,356.01,2.41,3.48,1.07,-0.620839,,,,,,,,,,,,,,24.39,24.55,24.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29129,,6886,6886,378620,1894,1894,108511
20201104,41.23,50.85,13.883,35.83,354.7948,29.57,363.31,2.29,3.36,1.07,-0.60626,,,,,,,,,,,,,,25.11,25.27,25.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31108,,3844,3844,379068,1805,1805,109911
20201105,40.93,51.4,14.456,36.17,354.9049,27.58,367.12,2.24,3.31,1.07,-0.60786,,,,,,,,,,,,,,25.98,26.14,26.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28677,,5209,5209,379599,602,602,109371
20201106,39.45,50.8,13.902,36.59,349.6171,24.86,366.4,2.31,3.34,1.03,-0.601565,,,,,,,,,,,,,,25.42,25.56,25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31548,,10135,10135,384004,1284,1284,110093
20201109,42.4,51.05,13.854,35.6,361.2885,25.75,380.99,2.39,3.43,1.04,-0.591513,,,,,,,,,,,,,,26.55,26.69,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36883,,6868,6868,385437,604,604,110312
20201110,43.61,51.35,14.035,35.06,368.9438,24.8,384.42,2.42,3.42,1,-0.593677,,,,,,,,,,,,,,26.23,26.37,26.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25296,,3595,3595,386338,1240,1240,111393
20201111,43.8,51.4,14.096,33.67,369.6806,23.45,388.56,2.42,3.42,1,-0.598806,,,,,,,,,,,,,,26.13,26.26,26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30183,,5905,5905,387243,1590,1590,112761
20201112,43.53,52.05,14.001,33.89,368.3544,25.35,385.16,2.36,3.33,0.97,-0.591994,,,,,,,,,,,,,,25.92,26.05,26.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24806,,6151,6151,391007,1057,1057,113120
20201113,42.78,52.7,14.239,34,364.499,23.1,385.18,2.35,3.33,0.98,-0.59619,,,,,,,,,,,,,,26.28,26.41,26.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19870,,3605,3605,391470,1936,1936,113523
20201116,43.82,52.95,14.494,35.72,369.0304,22.45,389.74,2.35,3.33,0.98,-0.591764,,,,,,,,,,,,,,27.39,27.52,27.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28218,,6930,6930,393747,2497,2497,115699
20201117,43.75,52.75,13.968,35.42,369.9492,22.71,388.82,2.31,3.29,0.98,-0.599837,,,,,,,,,,,,,,26.64,26.77,27.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25238,,8698,8698,392369,2954,2954,117247
20201118,44.34,52.85,13.682,35.5,372.6753,23.84,390.54,2.26,3.27,1.01,-0.606914,,,,,,,,,,,,,,27.19,27.33,27.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33451,,7839,7839,396119,615,615,117627
20201119,44.2,52.75,13.022,35.48,370.1854,23.11,387.6,2.28,3.21,0.93,-0.609314,,,,,,,,,,,,,,26.35,26.49,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31609,,6365,6365,399444,625,625,118092
20201120,44.96,53,12.894,35.43,373.8664,23.7,389.61,2.24,3.18,0.94,-0.609143,,,,,,,,,,,,,,26.74,26.89,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25862,,9010,9010,402634,4532,4532,120724
20201123,46.06,52.95,13.537,38.15,377.4882,22.66,388.84,2.24,3.19,0.95,-0.611502,,,,,,,,,,,,,,27.25,27.41,27.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31902,,11054,11054,410147,1620,1620,122168
20201124,47.86,53.2,13.902,38.29,385.7037,21.64,392.39,2.26,3.19,0.93,-0.610717,,,,,,,,,,,,,,27.63,27.79,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26473,,9027,9027,413242,4071,4071,125496
20201125,48.61,53.55,13.932,38.75,387.5725,21.25,392.09,2.26,3.2,0.94,-0.610069,,,,,,,,,,,,,,27.62,27.79,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34849,,13519,13519,419676,6910,6910,127304
20201126,47.8,53.55,13.914,39.07,387.5725,21.25,391.63,2.26,3.2,0.94,-0.610125,,,,,,,,,,,,,,28.1,28.29,28.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30300,,11231,11231,423947,7637,7637,131172
20201127,48.18,53.6,14.485,39.08,388.0614,20.84,393.23,2.2,3.16,0.96,-0.618101,,,,,,,,,,,,,,28.13,28.33,28.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31247,,7202,7202,428734,3844,3844,131755
20201130,47.59,61.15,15.138,39.02,385.594,20.57,389.36,2.2,3.13,0.93,-0.621891,,,,,,,,,,,,,,29.14,29.34,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41220,,13032,13032,435402,1416,1416,132987
20201201,47.42,61.25,14.912,44.7,383.5606,20.77,391.9,2.23,3.2,0.97,-0.626619,,,,,,,,,,,,,,28.86,29.07,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51666,,23928,23928,447249,2823,2823,135647
20201202,48.25,62,14.905,44.01,386.2721,21.17,391.69,2.25,3.19,0.94,-0.615711,,,,,,,,,,,,,,29.55,29.75,30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46194,,18502,18502,455672,2365,2365,137838
20201203,48.71,61.85,14.143,45.43,386.6812,21.28,391.72,2.21,3.15,0.94,-0.629278,,,,,,,,,,,,,,29,29.2,29.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40029,,11223,11223,462025,1115,1115,138741
20201204,49.25,63.2,14.643,51.53,388.5492,20.79,394.04,2.26,3.2,0.94,-0.662678,,,,,,,,,,,,,,30.11,30.31,30.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35347,,18830,18830,467371,2619,2619,139099
20201207,48.79,62.95,14.357,47.26,386.3652,21.3,392.84,2.26,3.16,0.9,-0.663528,,,,,,,,,,,,,,29.62,29.82,30.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25359,,12482,12482,472683,2645,2645,139808
20201208,48.84,63.05,14.447,45.23,385.5186,20.68,393.64,2.25,3.14,0.89,-0.665733,,,,,,,,,,,,,,29.57,29.77,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49595,,15843,15843,477143,4099,4099,140721
20201209,48.86,63.3,14.733,44.78,387.1238,22.27,394.9,2.29,3.19,0.9,-0.662005,,,,,,,,,,,,,,29.7,29.91,30.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38578,,21665,21665,485418,7212,7212,143026
20201210,50.25,64,15.539,45.33,394.3668,22.52,393.15,2.29,3.14,0.85,-0.667016,,,,,,,,,,,,,,30.9,31.12,31.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41905,,24746,24746,495671,7880,7880,146206
20201211,49.97,65.1,15.959,44.07,393.7225,23.31,390.12,2.27,3.13,0.86,-0.67012,,,,,,,,,,,,,,30.52,30.73,30.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22111,,23961,23961,502006,4806,4806,149613
20201214,50.29,65.4,16.607,45.24,395.263,24.72,391.85,2.25,3.14,0.89,-0.674033,,,,,,,,,,,,,,30.81,31.01,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10399,,25131,25131,502217,3819,3819,151069
